cassandra@cqlsh> SELECT * FROM sensordatakeyspace.temperature;

 id                                   | timestamp                       | value
 a76819d8-a596-429c-8a0b-6a3898a3867a | 2024-12-18 22:03:16.000000+0000 | 86.71503
 c254d00f-17bd-4384-bff0-8a56554b3086 | 2024-12-18 22:03:09.000000+0000 | 81.27547
 07eb9d5c-5e9d-4ace-810c-18a2edad153a | 2024-12-18 22:02:41.000000+0000 | 80.24051
 b3be9f88-a016-4a14-b0ad-672f2715622d | 2024-12-18 22:02:10.000000+0000 | 82.41309
 34f972d3-b620-41dd-b4d2-0ade3e30c35a | 2024-12-18 22:17:16.000000+0000 | 81.27598
 706cb72d-df5b-4976-bf61-6d6a11acb57a | 2024-12-18 22:17:05.000000+0000 | 87.20156
 c452f667-5a1b-4796-83a1-17defb8aa4c8 | 2024-12-18 22:17:19.000000+0000 | 87.52506
 a532fbf9-3d98-4ffb-b197-cf6e856dd586 | 2024-12-18 22:03:06.000000+0000 | 88.20248
 09f14bad-e071-4803-bcb9-6917bbb3403a | 2024-12-18 22:02:34.000000+0000 | 82.91525
 470a3309-b1cb-469d-84b6-4dd62a4ff5d8 | 2024-12-18 22:02:20.000000+0000 | 82.12168
 8e781293-ab20-4265-9c41-48ccdeeb5a7d | 2024-12-18 22:03:35.000000+0000 | 83.57409
 e9ce5d2b-050c-4e9f-9dce-6538b48f7009 | 2024-12-18 22:03:04.000000+0000 | 87.44516
 dc0207b8-129d-4b24-9d6c-4ecf1eaab0da | 2024-12-18 22:02:45.000000+0000 | 82.81838
 73b9ecf4-c602-4cc1-9a5f-7ad18e1632dd | 2024-12-18 22:17:12.000000+0000 | 84.97107
 891b4023-5e2a-46fe-bc92-0704facd2e6e | 2024-12-18 22:16:49.000000+0000 | 87.50681
 b8e4d16b-0c93-4825-9410-d8673d29b8bb | 2024-12-18 22:17:26.000000+0000 | 86.57075
 9100aa62-189d-4428-a235-847a6628453d | 2024-12-18 22:17:24.000000+0000 | 83.66611
 98870473-132d-4b04-8254-9c8ff41a9da8 | 2024-12-18 22:02:27.000000+0000 | 88.17716
 d906e383-57ff-43c5-85fb-783045d19b57 | 2024-12-18 22:03:13.000000+0000 | 87.22868
 f3619345-4e34-4d17-84f0-681527f01787 | 2024-12-18 22:03:22.000000+0000 | 82.51473
 05765c41-717e-481a-8671-c772d844eef9 | 2024-12-18 22:02:17.000000+0000 | 87.71451
 14636bee-4879-485a-805f-a05db7a4a9fe | 2024-12-18 22:02:38.000000+0000 | 86.01954
 9a329314-b41a-4138-b494-2a207558438a | 2024-12-18 22:02:49.000000+0000 | 84.25577

(38 rows)
cassandra@cqlsh>
